stamp;soll-tr1;soll-nolimit-tr1;ist-tr1;soll-tr2;soll-nolimit-tr2;ist-tr2;soll-tr3;soll-nolimit-tr3;ist-tr3;soll-tr4;soll-nolimit-tr4;ist-tr4;soll-tr5;soll-nolimit-tr5;ist-tr5;soll-tr6;soll-nolimit-tr6;ist-tr6;soll-tr7;soll-nolimit-tr7;ist-tr7;soll-tr8;soll-nolimit-tr8;ist-tr8;soll-tr9;soll-nolimit-tr9;ist-tr9;soll-tr10;soll-nolimit-tr10;ist-tr10;soll-tr11;soll-nolimit-tr11;ist-tr11;soll-tr12;soll-nolimit-tr12;ist-tr12;soll-tr13;soll-nolimit-tr13;ist-tr13;soll-tr14;soll-nolimit-tr14;ist-tr14;soll-tr15;soll-nolimit-tr15;ist-tr15;soll-tr16;soll-nolimit-tr16;ist-tr16;soll-tr17;soll-nolimit-tr17;ist-tr17;soll-tr18;soll-nolimit-tr18;ist-tr18;soll-tr19;soll-nolimit-tr19;ist-tr19;soll-tr20;soll-nolimit-tr20;ist-tr20;soll-tr21;soll-nolimit-tr21;ist-tr21;soll-tr22;soll-nolimit-tr22;ist-tr22;soll-tr23;soll-nolimit-tr23;ist-tr23;soll-tr24;soll-nolimit-tr24;ist-tr24;soll-tr25;soll-nolimit-tr25;ist-tr25;soll-tr26;soll-nolimit-tr26;ist-tr26;soll-tr27;soll-nolimit-tr27;ist-tr27;soll-tr28;soll-nolimit-tr28;ist-tr28
"2021-07-24 20:45:00";48.98;48.98;34.348840833333;48.98;48.98;;48.98;48.98;;48.86;48.86;;48.61;48.61;;54.73;54.73;;54.85;54.85;;48.73;48.73;;48.35;48.35;;48.86;48.86;;50.08;50.08;;50.08;50.08;;54.73;54.73;;50.78;50.78;;50.78;50.78;;50.41;50.41;;53.25;53.25;;53.37;53.37;;53.25;53.25;;46.34;46.34;;46.59;46.59;;46.34;46.34;;42.90;42.90;;43.15;43.15;;43.28;43.28;;43.28;43.28;;43.03;43.03;;43.03;43.03;
"2021-07-24 21:00:00";7.55;7.55;9.507014;7.55;7.55;;7.55;7.55;;7.53;7.53;;7.49;7.49;;8.43;8.43;;8.45;8.45;;7.51;7.51;;7.45;7.45;;7.53;7.53;;7.72;7.72;;7.72;7.72;;8.43;8.43;;7.82;7.82;;7.82;7.82;;7.77;7.77;;8.20;8.20;;8.22;8.22;;8.20;8.20;;7.14;7.14;;7.18;7.18;;7.14;7.14;;6.61;6.61;;6.65;6.65;;6.67;6.67;;6.67;6.67;;6.63;6.63;;6.63;6.63;
"2021-07-24 21:15:00";1.50;1.50;0.36670233333333;1.51;1.51;;1.51;1.51;;1.50;1.50;;1.49;1.49;;1.68;1.68;;1.69;1.69;;1.50;1.50;;1.49;1.49;;1.50;1.50;;1.54;1.54;;1.54;1.54;;1.68;1.68;;1.56;1.56;;1.56;1.56;;1.55;1.55;;1.64;1.64;;1.64;1.64;;1.64;1.64;;1.42;1.42;;1.43;1.43;;1.42;1.42;;1.32;1.32;;1.33;1.33;;1.33;1.33;;1.33;1.33;;1.32;1.32;;1.32;1.32;
"2021-07-24 21:30:00";0.01;0.01;0;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;;0.01;0.01;
"2021-07-25 05:45:00";0.14;0.14;0;0.14;0.14;;0.14;0.14;;0.13;0.13;;0.13;0.13;;0.15;0.15;;0.15;0.15;;0.13;0.13;;0.13;0.13;;0.14;0.14;;0.14;0.14;;0.14;0.14;;0.15;0.15;;0.14;0.14;;0.14;0.14;;0.14;0.14;;0.15;0.15;;0.15;0.15;;0.15;0.15;;0.13;0.13;;0.13;0.13;;0.13;0.13;;0.12;0.12;;0.12;0.12;;0.12;0.12;;0.12;0.12;;0.12;0.12;;0.12;0.12;
"2021-07-25 06:00:00";1.46;1.46;0;1.46;1.46;;1.46;1.46;;1.46;1.46;;1.45;1.45;;1.63;1.63;;1.64;1.64;;1.45;1.45;;1.44;1.44;;1.46;1.46;;1.49;1.49;;1.49;1.49;;1.63;1.63;;1.51;1.51;;1.51;1.51;;1.50;1.50;;1.59;1.59;;1.59;1.59;;1.59;1.59;;1.38;1.38;;1.39;1.39;;1.38;1.38;;1.28;1.28;;1.29;1.29;;1.29;1.29;;1.29;1.29;;1.28;1.28;;1.28;1.28;
"2021-07-25 06:15:00";3.72;3.72;0;3.72;3.72;;3.72;3.72;;3.71;3.71;;3.69;3.69;;4.15;4.15;;4.16;4.16;;3.70;3.70;;3.67;3.67;;3.71;3.71;;3.80;3.80;;3.80;3.80;;4.15;4.15;;3.85;3.85;;3.85;3.85;;3.82;3.82;;4.04;4.04;;4.05;4.05;;4.04;4.04;;3.52;3.52;;3.53;3.53;;3.51;3.51;;3.25;3.25;;3.27;3.27;;3.28;3.28;;3.28;3.28;;3.26;3.26;;3.26;3.26;
"2021-07-25 06:30:00";8.59;8.59;8.1469681666667;8.59;8.59;;8.59;8.59;;8.56;8.56;;8.52;8.52;;9.59;9.59;;9.62;9.62;;8.54;8.54;;8.48;8.48;;8.56;8.56;;8.78;8.78;;8.78;8.78;;9.59;9.59;;8.90;8.90;;8.90;8.90;;8.84;8.84;;9.33;9.33;;9.35;9.35;;9.33;9.33;;8.12;8.12;;8.17;8.17;;8.12;8.12;;7.52;7.52;;7.56;7.56;;7.59;7.59;;7.59;7.59;;7.54;7.54;;7.54;7.54;
"2021-07-25 06:45:00";55.22;55.22;41.679178333333;55.22;55.22;;55.22;55.22;;55.07;55.07;;54.79;54.79;;61.69;61.69;;61.83;61.83;;54.93;54.93;;54.51;54.51;;55.07;55.07;;56.46;56.46;;56.46;56.46;;61.69;61.69;;57.25;57.25;;57.25;57.25;;56.82;56.82;;60.02;60.02;;60.16;60.16;;60.02;60.02;;52.23;52.23;;52.52;52.52;;52.23;52.23;;48.36;48.36;;48.64;48.64;;48.79;48.79;;48.79;48.79;;48.50;48.50;;48.50;48.50;
"2021-07-25 07:00:00";72.85;72.85;68.9470595;72.85;72.85;;72.85;72.85;;72.66;72.66;;72.29;72.29;;81.40;81.40;;81.58;81.58;;72.48;72.48;;71.92;71.92;;72.66;72.66;;74.49;74.49;;74.49;74.49;;81.40;81.40;;75.53;75.53;;75.53;75.53;;74.97;74.97;;79.19;79.19;;79.37;79.37;;79.19;79.19;;68.91;68.91;;69.29;69.29;;68.91;68.91;;63.80;63.80;;64.18;64.18;;64.37;64.37;;64.37;64.37;;63.99;63.99;;63.99;63.99;
"2021-07-25 07:15:00";73.77;73.77;69.662616333333;73.77;73.77;;73.77;73.77;;73.58;73.58;;73.20;73.20;;82.42;82.42;;82.61;82.61;;73.39;73.39;;72.82;72.82;;73.58;73.58;;75.43;75.43;;75.43;75.43;;82.42;82.42;;76.48;76.48;;76.48;76.48;;75.92;75.92;;80.19;80.19;;80.37;80.37;;80.19;80.19;;69.78;69.78;;70.16;70.16;;69.78;69.78;;64.61;64.61;;64.99;64.99;;65.18;65.18;;65.18;65.18;;64.80;64.80;;64.80;64.80;
"2021-07-25 07:30:00";105.25;105.25;93.730000666667;105.25;105.25;;105.25;105.25;;104.98;104.98;;104.44;104.44;;117.60;117.60;;117.86;117.86;;104.71;104.71;;103.90;103.90;;104.98;104.98;;107.61;107.61;;107.61;107.61;;117.60;117.60;;109.12;109.12;;109.12;109.12;;108.32;108.32;;114.41;114.41;;114.67;114.67;;114.41;114.41;;99.56;99.56;;100.10;100.10;;99.56;99.56;;92.18;92.18;;92.72;92.72;;92.99;92.99;;92.99;92.99;;92.45;92.45;;92.45;92.45;
"2021-07-25 07:45:00";68.76;68.76;52.861158;68.76;68.76;;68.76;68.76;;68.58;68.58;;68.23;68.23;;76.83;76.83;;77.00;77.00;;68.41;68.41;;67.88;67.88;;68.58;68.58;;70.31;70.31;;70.31;70.31;;76.83;76.83;;71.29;71.29;;71.29;71.29;;70.76;70.76;;74.74;74.74;;74.92;74.92;;74.74;74.74;;65.04;65.04;;65.40;65.40;;65.04;65.04;;60.22;60.22;;60.58;60.58;;60.75;60.75;;60.75;60.75;;60.40;60.40;;60.40;60.40;
"2021-07-25 08:00:00";35.84;35.84;27.2943205;35.84;35.84;;35.84;35.84;;35.75;35.75;;35.56;35.56;;40.04;40.04;;40.13;40.13;;35.66;35.66;;35.38;35.38;;35.75;35.75;;36.64;36.64;;36.64;36.64;;40.04;40.04;;37.16;37.16;;37.16;37.16;;36.88;36.88;;38.96;38.96;;39.05;39.05;;38.96;38.96;;33.90;33.90;;34.09;34.09;;33.90;33.90;;31.39;31.39;;31.57;31.57;;31.67;31.67;;31.67;31.67;;31.48;31.48;;31.48;31.48;
"2021-07-25 08:15:00";99.69;99.69;99.959130166667;99.69;99.69;;99.69;99.69;;99.43;99.43;;98.92;98.92;;111.38;111.38;;111.63;111.63;;99.17;99.17;;98.41;98.41;;99.43;99.43;;101.93;101.93;;101.93;101.93;;111.38;111.38;;103.35;103.35;;103.35;103.35;;102.59;102.59;;108.36;108.36;;108.61;108.61;;108.36;108.36;;94.30;94.30;;94.81;94.81;;94.30;94.30;;87.31;87.31;;87.82;87.82;;88.08;88.08;;88.08;88.08;;87.56;87.56;;87.56;87.56;
"2021-07-25 08:30:00";114.45;114.45;96.7471485;114.45;114.45;;114.45;114.45;;114.16;114.16;;113.57;113.57;;127.88;127.88;;128.17;128.17;;113.86;113.86;;112.98;112.98;;114.16;114.16;;117.02;117.02;;117.02;117.02;;127.88;127.88;;118.66;118.66;;118.66;118.66;;117.79;117.79;;124.41;124.41;;124.70;124.70;;124.41;124.41;;108.27;108.27;;108.86;108.86;;108.27;108.27;;100.24;100.24;;100.83;100.83;;101.12;101.12;;101.12;101.12;;100.53;100.53;;100.53;100.53;
"2021-07-25 08:45:00";112.16;112.16;107.32986233333;112.16;112.16;;112.16;112.16;;111.87;111.87;;111.30;111.30;;125.32;125.32;;125.60;125.60;;111.59;111.59;;110.72;110.72;;111.87;111.87;;114.68;114.68;;114.68;114.68;;125.32;125.32;;116.29;116.29;;116.29;116.29;;115.43;115.43;;121.93;121.93;;122.21;122.21;;121.93;121.93;;106.10;106.10;;106.68;106.68;;106.10;106.10;;98.23;98.23;;98.81;98.81;;99.10;99.10;;99.10;99.10;;98.52;98.52;;98.52;98.52;
"2021-07-25 09:00:00";183.92;183.92;192.73493916667;183.92;183.92;;183.92;183.92;;183.45;183.45;;182.50;182.50;;205.50;205.50;;205.96;205.96;;182.97;182.97;;181.56;181.56;;183.45;183.45;;188.05;188.05;;188.05;188.05;;205.50;205.50;;190.68;190.68;;190.68;190.68;;189.28;189.28;;199.93;199.93;;200.39;200.39;;199.93;199.93;;173.98;173.98;;174.93;174.93;;173.98;173.98;;161.08;161.08;;162.03;162.03;;162.50;162.50;;162.50;162.50;;161.55;161.55;;161.55;161.55;
"2021-07-25 09:15:00";298.47;298.47;283.29198516667;298.47;298.47;;298.47;298.47;;297.70;297.70;;296.17;296.17;;333.49;333.49;;334.23;334.23;;296.94;296.94;;294.64;294.64;;297.70;297.70;;305.18;305.18;;305.18;305.18;;333.49;333.49;;309.44;309.44;;309.44;309.44;;307.16;307.16;;324.45;324.45;;325.20;325.20;;324.45;324.45;;282.34;282.34;;283.88;283.88;;282.34;282.34;;261.40;261.40;;262.94;262.94;;263.71;263.71;;263.71;263.71;;262.17;262.17;;262.17;262.17;
"2021-07-25 09:30:00";150.82;150.82;135.73632833333;150.82;150.82;;150.82;150.82;;150.44;150.44;;149.66;149.66;;168.52;168.52;;168.90;168.90;;150.05;150.05;;148.89;148.89;;150.44;150.44;;154.21;154.21;;154.21;154.21;;168.52;168.52;;156.37;156.37;;156.37;156.37;;155.22;155.22;;163.95;163.95;;164.33;164.33;;163.95;163.95;;142.67;142.67;;143.45;143.45;;142.67;142.67;;132.09;132.09;;132.87;132.87;;133.26;133.26;;133.26;133.26;;132.48;132.48;;132.48;132.48;
"2021-07-25 09:45:00";185.07;185.07;192.84979916667;185.07;185.07;;185.07;185.07;;184.60;184.60;;183.65;183.65;;206.79;206.79;;207.25;207.25;;184.12;184.12;;182.70;182.70;;184.60;184.60;;189.24;189.24;;189.24;189.24;;206.79;206.79;;191.88;191.88;;191.88;191.88;;190.47;190.47;;201.18;201.18;;201.65;201.65;;201.18;201.18;;175.07;175.07;;176.03;176.03;;175.07;175.07;;162.09;162.09;;163.05;163.05;;163.52;163.52;;163.52;163.52;;162.57;162.57;;162.57;162.57;
"2021-07-25 10:00:00";291.81;291.81;291.81601733333;291.81;291.81;;291.81;291.81;;291.06;291.06;;289.56;289.56;;326.05;326.05;;326.78;326.78;;290.31;290.31;;288.07;288.07;;291.06;291.06;;298.37;298.37;;298.37;298.37;;326.05;326.05;;302.54;302.54;;302.54;302.54;;300.31;300.31;;317.21;317.21;;317.94;317.94;;317.21;317.21;;276.04;276.04;;277.55;277.55;;276.04;276.04;;255.57;255.57;;257.08;257.08;;257.83;257.83;;257.83;257.83;;256.32;256.32;;256.32;256.32;
"2021-07-25 10:15:00";313.59;313.59;341.61634216667;313.59;313.59;;313.59;313.59;;312.79;312.79;;311.18;311.18;;350.39;350.39;;351.17;351.17;;311.98;311.98;;309.57;309.57;;312.79;312.79;;320.64;320.64;;320.64;320.64;;350.39;350.39;;325.13;325.13;;325.13;325.13;;322.73;322.73;;340.89;340.89;;341.68;341.68;;340.89;340.89;;296.65;296.65;;298.27;298.27;;296.65;296.65;;274.65;274.65;;276.27;276.27;;277.08;277.08;;277.08;277.08;;275.46;275.46;;275.46;275.46;
"2021-07-25 10:30:00";357.86;357.86;332.99658433333;357.86;357.86;;357.86;357.86;;356.94;356.94;;355.11;355.11;;399.85;399.85;;400.74;400.74;;356.02;356.02;;353.27;353.27;;356.94;356.94;;365.90;365.90;;365.90;365.90;;399.85;399.85;;371.02;371.02;;371.02;371.02;;368.29;368.29;;389.01;389.01;;389.91;389.91;;389.01;389.01;;338.52;338.52;;340.37;340.37;;338.52;338.52;;313.42;313.42;;315.26;315.26;;316.19;316.19;;316.19;316.19;;314.34;314.34;;314.34;314.34;
"2021-07-25 10:45:00";192.81;192.81;205.58441883333;192.81;192.81;;192.81;192.81;;192.32;192.32;;191.33;191.33;;215.43;215.43;;215.92;215.92;;191.82;191.82;;190.34;190.34;;192.32;192.32;;197.15;197.15;;197.15;197.15;;215.43;215.43;;199.90;199.90;;199.90;199.90;;198.43;198.43;;209.59;209.59;;210.08;210.08;;209.59;209.59;;182.39;182.39;;183.39;183.39;;182.39;182.39;;168.87;168.87;;169.86;169.86;;170.36;170.36;;170.36;170.36;;169.36;169.36;;169.36;169.36;
"2021-07-25 11:00:00";407.69;407.69;435.66441066667;407.69;407.69;;407.69;407.69;;406.64;406.64;;404.55;404.55;;455.52;455.52;;456.54;456.54;;405.60;405.60;;402.46;402.46;;406.64;406.64;;416.85;416.85;;416.85;416.85;;455.52;455.52;;422.68;422.68;;422.68;422.68;;419.57;419.57;;443.17;443.17;;444.20;444.20;;443.17;443.17;;385.66;385.66;;387.76;387.76;;385.66;385.66;;357.06;357.06;;359.16;359.16;;360.22;360.22;;360.22;360.22;;358.11;358.11;;358.11;358.11;
"2021-07-25 11:15:00";193.80;193.80;213.2778605;193.80;193.80;;193.80;193.80;;193.30;193.30;;192.31;192.31;;216.54;216.54;;217.03;217.03;;192.81;192.81;;191.32;191.32;;193.30;193.30;;198.16;198.16;;198.16;198.16;;216.54;216.54;;200.93;200.93;;200.93;200.93;;199.45;199.45;;210.67;210.67;;211.16;211.16;;210.67;210.67;;183.33;183.33;;184.33;184.33;;183.33;183.33;;169.73;169.73;;170.73;170.73;;171.23;171.23;;171.23;171.23;;170.23;170.23;;170.23;170.23;
"2021-07-25 11:30:00";281.65;281.65;412.69325033333;281.65;281.65;;281.65;281.65;;280.93;280.93;;279.49;279.49;;314.70;314.70;;315.41;315.41;;280.21;280.21;;278.04;278.04;;280.93;280.93;;287.99;287.99;;287.99;287.99;;314.70;314.70;;292.01;292.01;;292.01;292.01;;289.86;289.86;;306.17;306.17;;306.88;306.88;;306.17;306.17;;266.44;266.44;;267.89;267.89;;266.44;266.44;;246.68;246.68;;248.13;248.13;;248.86;248.86;;248.86;248.86;;247.40;247.40;;247.40;247.40;
"2021-07-25 11:45:00";567.31;567.31;514.56825466667;567.31;567.31;;567.31;567.31;;565.85;565.85;;562.94;562.94;;633.87;633.87;;635.29;635.29;;564.40;564.40;;560.04;560.04;;565.85;565.85;;580.06;580.06;;580.06;580.06;;633.87;633.87;;588.18;588.18;;588.18;588.18;;583.84;583.84;;616.69;616.69;;618.12;618.12;;616.69;616.69;;536.66;536.66;;539.58;539.58;;536.66;536.66;;496.85;496.85;;499.78;499.78;;501.25;501.25;;501.25;501.25;;498.32;498.32;;498.32;498.32;
"2021-07-25 12:00:00";335.92;335.92;344.9190045;335.92;335.92;;335.92;335.92;;335.05;335.05;;333.33;333.33;;375.33;375.33;;376.17;376.17;;334.19;334.19;;331.61;331.61;;335.05;335.05;;343.47;343.47;;343.47;343.47;;375.33;375.33;;348.27;348.27;;348.27;348.27;;345.70;345.70;;365.15;365.15;;366.00;366.00;;365.16;365.16;;317.77;317.77;;319.50;319.50;;317.77;317.77;;294.20;294.20;;295.93;295.93;;296.80;296.80;;296.80;296.80;;295.06;295.06;;295.06;295.06;
"2021-07-25 12:15:00";546.15;546.15;543.26333283333;546.15;546.15;;546.15;546.15;;544.75;544.75;;541.95;541.95;;610.23;610.23;;611.60;611.60;;543.35;543.35;;539.15;539.15;;544.75;544.75;;558.43;558.43;;558.43;558.43;;610.23;610.23;;566.24;566.24;;566.24;566.24;;562.06;562.06;;593.69;593.69;;595.06;595.06;;593.69;593.69;;516.64;516.64;;519.45;519.45;;516.64;516.64;;478.32;478.32;;481.14;481.14;;482.55;482.55;;482.55;482.55;;479.73;479.73;;479.73;479.73;
"2021-07-25 12:30:00";244.99;244.99;267.28480333333;244.99;244.99;;244.99;244.99;;244.36;244.36;;243.10;243.10;;273.73;273.73;;274.35;274.35;;243.73;243.73;;241.85;241.85;;244.36;244.36;;250.50;250.50;;250.50;250.50;;273.73;273.73;;254.00;254.00;;254.00;254.00;;252.13;252.13;;266.31;266.31;;266.93;266.93;;266.31;266.31;;231.75;231.75;;233.02;233.02;;231.75;231.75;;214.56;214.56;;215.83;215.83;;216.46;216.46;;216.46;216.46;;215.20;215.20;;215.20;215.20;
"2021-07-25 12:45:00";370.62;370.62;476.09357333333;370.62;370.62;;370.62;370.62;;369.67;369.67;;367.77;367.77;;414.10;414.10;;415.03;415.03;;368.72;368.72;;365.87;365.87;;369.67;369.67;;378.95;378.95;;378.95;378.95;;414.10;414.10;;384.25;384.25;;384.25;384.25;;381.42;381.42;;402.88;402.88;;403.81;403.81;;402.88;402.88;;350.59;350.59;;352.50;352.50;;350.59;350.59;;324.59;324.59;;326.50;326.50;;327.46;327.46;;327.46;327.46;;325.55;325.55;;325.55;325.55;
"2021-07-25 13:00:00";258.72;258.72;239.883846;258.72;258.72;;258.72;258.72;;258.06;258.06;;256.73;256.73;;289.07;289.07;;289.72;289.72;;257.39;257.39;;255.40;255.40;;258.06;258.06;;264.54;264.54;;264.54;264.54;;289.07;289.07;;268.23;268.23;;268.23;268.23;;266.26;266.26;;281.24;281.24;;281.89;281.89;;281.24;281.24;;244.74;244.74;;246.07;246.07;;244.74;244.74;;226.59;226.59;;227.92;227.92;;228.59;228.59;;228.59;228.59;;227.26;227.26;;227.26;227.26;
"2021-07-25 13:15:00";356.84;356.84;375.25688466667;356.84;356.84;;356.84;356.84;;355.92;355.92;;354.09;354.09;;398.71;398.71;;399.60;399.60;;355.01;355.01;;352.26;352.26;;355.92;355.92;;364.86;364.86;;364.86;364.86;;398.71;398.71;;369.96;369.96;;369.96;369.96;;367.24;367.24;;387.90;387.90;;388.80;388.80;;387.90;387.90;;337.56;337.56;;339.40;339.40;;337.56;337.56;;312.52;312.52;;314.36;314.36;;315.29;315.29;;315.29;315.29;;313.44;313.44;;313.44;313.44;
"2021-07-25 13:30:00";411.57;411.57;402.68344316667;411.57;411.57;;411.57;411.57;;410.52;410.52;;408.41;408.41;;459.86;459.86;;460.90;460.90;;409.46;409.46;;406.30;406.30;;410.52;410.52;;420.83;420.83;;420.83;420.83;;459.86;459.86;;426.71;426.71;;426.71;426.71;;423.57;423.57;;447.40;447.40;;448.44;448.44;;447.40;447.40;;389.34;389.34;;391.46;391.46;;389.34;389.34;;360.46;360.46;;362.59;362.59;;363.65;363.65;;363.65;363.65;;361.52;361.52;;361.52;361.52;
"2021-07-25 13:45:00";269.92;269.92;275.7280945;269.92;269.92;;269.92;269.92;;269.23;269.23;;267.84;267.84;;301.59;301.59;;302.26;302.26;;268.53;268.53;;266.46;266.46;;269.23;269.23;;275.99;275.99;;275.99;275.99;;301.59;301.59;;279.85;279.85;;279.85;279.85;;277.78;277.78;;293.41;293.41;;294.09;294.09;;293.41;293.41;;255.34;255.34;;256.73;256.73;;255.34;255.34;;236.40;236.40;;237.79;237.79;;238.49;238.49;;238.49;238.49;;237.09;237.09;;237.09;237.09;
"2021-07-25 14:00:00";228.24;228.24;243.53094383333;228.24;228.24;;228.24;228.24;;227.66;227.66;;226.49;226.49;;255.02;255.02;;255.59;255.59;;227.07;227.07;;225.32;225.32;;227.66;227.66;;233.37;233.37;;233.37;233.37;;255.02;255.02;;236.64;236.64;;236.64;236.64;;234.89;234.89;;248.11;248.11;;248.68;248.68;;248.11;248.11;;215.91;215.91;;217.09;217.09;;215.91;215.91;;199.90;199.90;;201.08;201.08;;201.66;201.66;;201.66;201.66;;200.49;200.49;;200.49;200.49;
"2021-07-25 14:15:00";182.37;182.37;206.33972866667;182.37;182.37;;182.37;182.37;;181.90;181.90;;180.97;180.97;;203.77;203.77;;204.23;204.23;;181.44;181.44;;180.03;180.03;;181.90;181.90;;186.47;186.47;;186.47;186.47;;203.77;203.77;;189.08;189.08;;189.08;189.08;;187.69;187.69;;198.25;198.25;;198.71;198.71;;198.25;198.25;;172.52;172.52;;173.46;173.46;;172.52;172.52;;159.72;159.72;;160.67;160.67;;161.14;161.14;;161.14;161.14;;160.19;160.19;;160.19;160.19;
"2021-07-25 14:30:00";204.89;204.89;244.930155;204.89;204.89;;204.89;204.89;;204.37;204.37;;203.32;203.32;;228.93;228.93;;229.45;229.45;;203.84;203.84;;202.27;202.27;;204.37;204.37;;209.50;209.50;;209.50;209.50;;228.93;228.93;;212.43;212.43;;212.43;212.43;;210.86;210.86;;222.73;222.73;;223.24;223.24;;222.73;222.73;;193.82;193.82;;194.88;194.88;;193.82;193.82;;179.45;179.45;;180.50;180.50;;181.03;181.03;;181.03;181.03;;179.98;179.98;;179.98;179.98;
"2021-07-25 14:45:00";663.23;711.85;600.9594425;658.37;711.85;;653.51;711.85;;650.45;710.03;;652.89;706.38;;663.36;795.37;;730.03;797.16;;637.69;708.20;;648.67;702.73;;659.58;710.03;;664.05;727.86;;653.88;727.86;;666.24;795.37;;661.77;738.04;;665.40;738.04;;658.16;732.60;;658.71;773.81;;666.24;775.61;;658.71;773.81;;646.54;673.39;;646.77;677.06;;650.33;673.39;;622.71;623.44;;626.63;627.12;;620.70;628.96;;615.18;628.96;;625.04;625.28;;625.04;625.28;
"2021-07-25 15:00:00";666.30;736.74;597.359779;661.55;736.74;;656.80;736.74;;655.83;734.85;;655.88;731.08;;663.36;823.19;;733.78;825.03;;639.80;732.97;;650.97;727.30;;663.44;734.85;;666.30;753.31;;655.78;753.31;;666.24;823.19;;663.17;763.84;;666.30;763.84;;661.29;758.21;;659.91;800.87;;666.24;802.73;;659.91;800.87;;652.51;696.94;;656.08;700.74;;658.09;696.94;;638.69;645.24;;643.83;649.05;;635.75;650.95;;630.04;650.95;;643.97;647.15;;643.97;647.15;
"2021-07-25 15:15:00";666.30;734.59;626.76676266667;661.44;734.59;;656.57;734.59;;655.47;732.71;;655.78;728.94;;663.36;820.78;;733.57;822.63;;639.62;730.83;;650.77;725.18;;663.32;732.71;;666.30;751.11;;655.68;751.11;;666.24;820.78;;663.05;761.61;;666.30;761.61;;661.18;756.00;;659.80;798.54;;666.24;800.39;;659.80;798.54;;651.99;694.90;;655.27;698.69;;657.42;694.90;;637.69;643.36;;643.38;647.16;;634.45;649.06;;628.76;649.05;;643.37;645.26;;643.37;645.26;
"2021-07-25 15:30:00";642.34;643.94;518.47999533333;642.18;643.94;;642.02;643.94;;629.29;642.29;;637.22;638.99;;663.36;719.50;;713.76;721.11;;631.95;640.64;;624.65;635.69;;639.03;642.29;;648.29;658.42;;646.59;658.42;;666.24;719.50;;655.55;667.63;;657.06;667.63;;646.10;662.71;;655.46;700.00;;663.58;701.62;;652.80;700.00;;609.15;609.15;;612.47;612.47;;609.15;609.15;;563.97;563.97;;567.30;567.30;;568.96;568.96;;568.96;568.96;;565.63;565.63;;565.63;565.63;
"2021-07-25 15:45:00";454.58;454.58;464.06083316667;454.58;454.58;;454.58;454.58;;453.41;453.41;;451.08;451.08;;507.92;507.92;;509.05;509.05;;452.25;452.25;;448.75;448.75;;453.41;453.41;;464.80;464.80;;464.80;464.80;;507.92;507.92;;471.30;471.30;;471.30;471.30;;467.83;467.83;;494.15;494.15;;495.30;495.30;;494.15;494.15;;430.02;430.02;;432.36;432.36;;430.02;430.02;;398.12;398.12;;400.47;400.47;;401.65;401.65;;401.65;401.65;;399.30;399.30;;399.30;399.30;
"2021-07-25 16:00:00";650.30;669.82;622.23351083333;648.35;669.82;;646.39;669.82;;638.28;668.10;;643.19;664.67;;663.36;748.41;;722.91;750.09;;634.14;666.38;;637.11;661.23;;646.86;668.10;;654.70;684.88;;649.37;684.88;;666.24;748.41;;659.36;694.46;;661.07;694.46;;650.77;689.34;;656.70;728.12;;665.15;729.81;;655.60;728.12;;629.87;633.63;;631.06;637.08;;629.12;633.63;;586.63;586.63;;590.09;590.09;;591.82;591.82;;589.23;591.82;;588.36;588.36;;588.36;588.36;
"2021-07-25 16:15:00";419.70;419.70;350.12040366667;419.70;419.70;;419.70;419.70;;418.62;418.62;;416.47;416.47;;468.94;468.94;;469.99;469.99;;417.55;417.55;;414.32;414.32;;418.62;418.62;;429.13;429.13;;429.13;429.13;;468.94;468.94;;435.14;435.14;;435.14;435.14;;431.93;431.93;;456.23;456.23;;457.29;457.29;;456.23;456.23;;397.02;397.02;;399.19;399.19;;397.02;397.02;;367.58;367.58;;369.74;369.74;;370.83;370.83;;370.83;370.83;;368.66;368.66;;368.66;368.66;
"2021-07-25 16:30:00";416.87;416.87;434.19867283333;416.88;416.88;;416.88;416.88;;415.81;415.81;;413.67;413.67;;465.79;465.79;;466.83;466.83;;414.74;414.74;;411.53;411.53;;415.81;415.81;;426.25;426.25;;426.25;426.25;;465.79;465.79;;432.21;432.21;;432.21;432.21;;429.02;429.02;;453.16;453.16;;454.21;454.21;;453.16;453.16;;394.35;394.35;;396.50;396.50;;394.35;394.35;;365.10;365.10;;367.26;367.26;;368.33;368.33;;368.33;368.33;;366.18;366.18;;366.18;366.18;
