stamp;soll-tr1;soll-nolimit-tr1;ist-tr1;soll-tr2;soll-nolimit-tr2;ist-tr2;soll-tr3;soll-nolimit-tr3;ist-tr3;soll-tr4;soll-nolimit-tr4;ist-tr4;soll-tr5;soll-nolimit-tr5;ist-tr5;soll-tr6;soll-nolimit-tr6;ist-tr6;soll-tr7;soll-nolimit-tr7;ist-tr7;soll-tr8;soll-nolimit-tr8;ist-tr8;soll-tr9;soll-nolimit-tr9;ist-tr9;soll-tr10;soll-nolimit-tr10;ist-tr10;soll-tr11;soll-nolimit-tr11;ist-tr11;soll-tr12;soll-nolimit-tr12;ist-tr12;soll-tr13;soll-nolimit-tr13;ist-tr13;soll-tr14;soll-nolimit-tr14;ist-tr14;soll-tr15;soll-nolimit-tr15;ist-tr15;soll-tr16;soll-nolimit-tr16;ist-tr16;soll-tr17;soll-nolimit-tr17;ist-tr17;soll-tr18;soll-nolimit-tr18;ist-tr18;soll-tr19;soll-nolimit-tr19;ist-tr19;soll-tr20;soll-nolimit-tr20;ist-tr20;soll-tr21;soll-nolimit-tr21;ist-tr21;soll-tr22;soll-nolimit-tr22;ist-tr22;soll-tr23;soll-nolimit-tr23;ist-tr23;soll-tr24;soll-nolimit-tr24;ist-tr24;soll-tr25;soll-nolimit-tr25;ist-tr25;soll-tr26;soll-nolimit-tr26;ist-tr26;soll-tr27;soll-nolimit-tr27;ist-tr27;soll-tr28;soll-nolimit-tr28;ist-tr28
"2021-07-08 05:15:00";0.21;0.21;0;0.21;0.21;;0.21;0.21;;0.21;0.21;;0.21;0.21;;0.24;0.24;;0.24;0.24;;0.21;0.21;;0.21;0.21;;0.21;0.21;;0.22;0.22;;0.22;0.22;;0.24;0.24;;0.22;0.22;;0.22;0.22;;0.22;0.22;;0.23;0.23;;0.23;0.23;;0.23;0.23;;0.20;0.20;;0.20;0.20;;0.20;0.20;;0.19;0.19;;0.19;0.19;;0.19;0.19;;0.19;0.19;;0.19;0.19;;0.19;0.19;
"2021-07-08 05:30:00";1.33;1.33;0;1.33;1.33;;1.33;1.33;;1.33;1.33;;1.32;1.32;;1.49;1.49;;1.49;1.49;;1.33;1.33;;1.32;1.32;;1.33;1.33;;1.36;1.36;;1.36;1.36;;1.49;1.49;;1.38;1.38;;1.38;1.38;;1.37;1.37;;1.45;1.45;;1.45;1.45;;1.45;1.45;;1.26;1.26;;1.27;1.27;;1.26;1.26;;1.17;1.17;;1.17;1.17;;1.18;1.18;;1.18;1.18;;1.17;1.17;;1.17;1.17;
"2021-07-08 05:45:00";5.12;5.12;5.9253231666667;5.13;5.13;;5.12;5.12;;5.11;5.11;;5.09;5.09;;5.73;5.73;;5.74;5.74;;5.10;5.10;;5.06;5.06;;5.11;5.11;;5.24;5.24;;5.24;5.24;;5.73;5.73;;5.31;5.31;;5.31;5.31;;5.27;5.27;;5.57;5.57;;5.58;5.58;;5.57;5.57;;4.85;4.85;;4.87;4.87;;4.85;4.85;;4.49;4.49;;4.52;4.52;;4.53;4.53;;4.53;4.53;;4.50;4.50;;4.50;4.50;
"2021-07-08 06:00:00";26.61;26.61;12.9578455;26.61;26.61;;26.61;26.61;;26.54;26.54;;26.40;26.40;;29.73;29.73;;29.80;29.80;;26.47;26.47;;26.27;26.27;;26.54;26.54;;27.20;27.20;;27.20;27.20;;29.73;29.73;;27.59;27.59;;27.59;27.59;;27.38;27.38;;28.92;28.92;;28.99;28.99;;28.92;28.92;;25.17;25.17;;25.31;25.31;;25.17;25.17;;23.30;23.30;;23.44;23.44;;23.51;23.51;;23.51;23.51;;23.37;23.37;;23.37;23.37;
"2021-07-08 06:15:00";34.35;34.35;20.613714833333;34.35;34.35;;34.35;34.35;;34.27;34.27;;34.09;34.09;;38.38;38.38;;38.47;38.47;;34.18;34.18;;33.91;33.91;;34.27;34.27;;35.13;35.13;;35.13;35.13;;38.38;38.38;;35.62;35.62;;35.62;35.62;;35.36;35.36;;37.34;37.34;;37.43;37.43;;37.34;37.34;;32.50;32.50;;32.68;32.68;;32.50;32.50;;30.09;30.09;;30.27;30.27;;30.35;30.35;;30.35;30.35;;30.18;30.18;;30.18;30.18;
"2021-07-08 06:30:00";49.05;49.05;26.159885666667;49.05;49.05;;49.05;49.05;;48.93;48.93;;48.68;48.68;;54.81;54.81;;54.93;54.93;;48.80;48.80;;48.42;48.42;;48.93;48.93;;50.16;50.16;;50.16;50.16;;54.81;54.81;;50.86;50.86;;50.86;50.86;;50.48;50.48;;53.32;53.32;;53.45;53.45;;53.32;53.32;;46.40;46.40;;46.66;46.66;;46.40;46.40;;42.96;42.96;;43.21;43.21;;43.34;43.34;;43.34;43.34;;43.09;43.09;;43.09;43.09;
"2021-07-08 06:45:00";62.27;62.27;34.5435555;62.27;62.27;;62.27;62.27;;62.11;62.11;;61.79;61.79;;69.58;69.58;;69.73;69.73;;61.95;61.95;;61.47;61.47;;62.11;62.11;;63.67;63.67;;63.67;63.67;;69.58;69.58;;64.56;64.56;;64.56;64.56;;64.08;64.08;;67.69;67.69;;67.85;67.85;;67.69;67.69;;58.90;58.90;;59.23;59.23;;58.90;58.90;;54.54;54.54;;54.86;54.86;;55.02;55.02;;55.02;55.02;;54.70;54.70;;54.70;54.70;
"2021-07-08 07:00:00";77.83;77.83;50.7049685;77.83;77.83;;77.83;77.83;;77.63;77.63;;77.23;77.23;;86.96;86.96;;87.15;87.15;;77.43;77.43;;76.83;76.83;;77.63;77.63;;79.57;79.57;;79.57;79.57;;86.96;86.96;;80.69;80.69;;80.69;80.69;;80.09;80.09;;84.60;84.60;;84.80;84.80;;84.60;84.60;;73.62;73.62;;74.02;74.02;;73.62;73.62;;68.16;68.16;;68.56;68.56;;68.76;68.76;;68.76;68.76;;68.36;68.36;;68.36;68.36;
"2021-07-08 07:15:00";94.12;94.12;74.554479333333;94.12;94.12;;94.12;94.12;;93.88;93.88;;93.39;93.39;;105.16;105.16;;105.40;105.40;;93.64;93.64;;92.91;92.91;;93.88;93.88;;96.23;96.23;;96.23;96.23;;105.16;105.16;;97.58;97.58;;97.58;97.58;;96.86;96.86;;102.31;102.31;;102.55;102.55;;102.31;102.31;;89.03;89.03;;89.52;89.52;;89.03;89.03;;82.43;82.43;;82.92;82.92;;83.16;83.16;;83.16;83.16;;82.67;82.67;;82.67;82.67;
"2021-07-08 07:30:00";118.16;118.16;102.034658;118.16;118.16;;118.16;118.16;;117.86;117.86;;117.25;117.25;;132.03;132.03;;132.32;132.32;;117.56;117.56;;116.65;116.65;;117.86;117.86;;120.82;120.82;;120.82;120.82;;132.03;132.03;;122.51;122.51;;122.51;122.51;;121.61;121.61;;128.45;128.45;;128.75;128.75;;128.45;128.45;;111.78;111.78;;112.39;112.39;;111.78;111.78;;103.49;103.49;;104.10;104.10;;104.40;104.40;;104.40;104.40;;103.79;103.79;;103.79;103.79;
"2021-07-08 07:45:00";144.70;144.70;136.03770816667;144.70;144.70;;144.70;144.70;;144.33;144.33;;143.59;143.59;;161.68;161.68;;162.04;162.04;;143.96;143.96;;142.84;142.84;;144.33;144.33;;147.95;147.95;;147.95;147.95;;161.68;161.68;;150.02;150.02;;150.02;150.02;;148.91;148.91;;157.29;157.29;;157.66;157.66;;157.29;157.29;;136.88;136.88;;137.63;137.63;;136.88;136.88;;126.73;126.73;;127.48;127.48;;127.85;127.85;;127.85;127.85;;127.10;127.10;;127.10;127.10;
"2021-07-08 08:00:00";175.28;175.28;172.94307566667;175.28;175.28;;175.28;175.28;;174.83;174.83;;173.93;173.93;;195.84;195.84;;196.28;196.28;;174.38;174.38;;173.03;173.03;;174.83;174.83;;179.22;179.22;;179.22;179.22;;195.84;195.84;;181.72;181.72;;181.72;181.72;;180.38;180.38;;190.53;190.53;;190.98;190.98;;190.53;190.53;;165.81;165.81;;166.71;166.71;;165.81;165.81;;153.51;153.51;;154.41;154.41;;154.87;154.87;;154.87;154.87;;153.96;153.96;;153.96;153.96;
"2021-07-08 08:15:00";208.75;208.75;207.79055066667;208.75;208.75;;208.75;208.75;;208.21;208.21;;207.14;207.14;;233.24;233.24;;233.77;233.77;;207.68;207.68;;206.07;206.07;;208.21;208.21;;213.44;213.44;;213.44;213.44;;233.24;233.24;;216.43;216.43;;216.43;216.43;;214.83;214.83;;226.92;226.92;;227.45;227.45;;226.92;226.92;;197.47;197.47;;198.55;198.55;;197.47;197.47;;182.83;182.83;;183.90;183.90;;184.44;184.44;;184.44;184.44;;183.36;183.36;;183.36;183.36;
"2021-07-08 08:30:00";244.20;244.20;250.73500733333;244.20;244.20;;244.20;244.20;;243.58;243.58;;242.32;242.32;;272.85;272.85;;273.47;273.47;;242.95;242.95;;241.07;241.07;;243.58;243.58;;249.69;249.69;;249.69;249.69;;272.85;272.85;;253.19;253.19;;253.19;253.19;;251.32;251.32;;265.46;265.46;;266.08;266.08;;265.46;265.46;;231.01;231.01;;232.27;232.27;;231.01;231.01;;213.88;213.88;;215.14;215.14;;215.77;215.77;;215.77;215.77;;214.51;214.51;;214.51;214.51;
"2021-07-08 08:45:00";272.93;272.93;291.20371716667;272.93;272.93;;272.93;272.93;;272.23;272.23;;270.83;270.83;;304.96;304.96;;305.64;305.64;;271.53;271.53;;269.43;269.43;;272.23;272.23;;279.07;279.07;;279.07;279.07;;304.96;304.96;;282.97;282.97;;282.97;282.97;;280.89;280.89;;296.69;296.69;;297.38;297.38;;296.69;296.69;;258.19;258.19;;259.59;259.59;;258.19;258.19;;239.04;239.04;;240.45;240.45;;241.15;241.15;;241.15;241.15;;239.74;239.74;;239.74;239.74;
"2021-07-08 09:00:00";332.83;332.83;354.07497066667;332.83;332.83;;332.83;332.83;;331.98;331.98;;330.27;330.27;;371.89;371.89;;372.72;372.72;;331.13;331.13;;328.57;328.57;;331.98;331.98;;340.32;340.32;;340.32;340.32;;371.89;371.89;;345.08;345.08;;345.08;345.08;;342.53;342.53;;361.81;361.81;;362.65;362.65;;361.81;361.81;;314.85;314.85;;316.57;316.57;;314.85;314.85;;291.50;291.50;;293.22;293.22;;294.08;294.08;;294.08;294.08;;292.36;292.36;;292.36;292.36;
"2021-07-08 09:15:00";383.44;383.44;401.9034625;383.44;383.44;;383.44;383.44;;382.45;382.45;;380.49;380.49;;428.43;428.43;;429.39;429.39;;381.47;381.47;;378.52;378.52;;382.45;382.45;;392.06;392.06;;392.06;392.06;;428.43;428.43;;397.54;397.54;;397.54;397.54;;394.61;394.61;;416.81;416.81;;417.78;417.78;;416.81;416.81;;362.72;362.72;;364.70;364.70;;362.72;362.72;;335.82;335.82;;337.80;337.80;;338.79;338.79;;338.79;338.79;;336.81;336.81;;336.81;336.81;
"2021-07-08 09:30:00";355.43;355.43;389.04287983333;355.43;355.43;;355.43;355.43;;354.52;354.52;;352.70;352.70;;397.14;397.14;;398.03;398.03;;353.61;353.61;;350.88;350.88;;354.52;354.52;;363.43;363.43;;363.43;363.43;;397.14;397.14;;368.51;368.51;;368.51;368.51;;365.79;365.79;;386.37;386.37;;387.27;387.27;;386.37;386.37;;336.23;336.23;;338.06;338.06;;336.23;336.23;;311.29;311.29;;313.13;313.13;;314.05;314.05;;314.05;314.05;;312.21;312.21;;312.21;312.21;
"2021-07-08 09:45:00";409.53;409.53;422.60737633333;409.53;409.53;;409.53;409.53;;408.48;408.48;;406.38;406.38;;457.58;457.58;;458.61;458.61;;407.43;407.43;;404.28;404.28;;408.48;408.48;;418.74;418.74;;418.74;418.74;;457.58;457.58;;424.59;424.59;;424.59;424.59;;421.46;421.46;;445.18;445.18;;446.21;446.21;;445.18;445.18;;387.40;387.40;;389.52;389.52;;387.40;387.40;;358.67;358.67;;360.79;360.79;;361.84;361.84;;361.84;361.84;;359.73;359.73;;359.73;359.73;
"2021-07-08 10:00:00";472.09;472.09;473.86688983333;472.09;472.09;;472.09;472.09;;470.88;470.88;;468.46;468.46;;527.48;527.48;;528.66;528.66;;469.67;469.67;;466.04;466.04;;470.88;470.88;;482.70;482.70;;482.70;482.70;;527.48;527.48;;489.45;489.45;;489.45;489.45;;485.85;485.85;;513.18;513.18;;514.37;514.37;;513.18;513.18;;446.58;446.58;;449.02;449.02;;446.58;446.58;;413.46;413.46;;415.90;415.90;;417.12;417.12;;417.12;417.12;;414.68;414.68;;414.68;414.68;
"2021-07-08 10:15:00";496.40;496.40;496.16091816667;496.40;496.40;;496.40;496.40;;495.13;495.13;;492.59;492.59;;554.65;554.65;;555.89;555.89;;493.86;493.86;;490.04;490.04;;495.13;495.13;;507.56;507.56;;507.56;507.56;;554.65;554.65;;514.66;514.66;;514.66;514.66;;510.87;510.87;;539.61;539.61;;540.87;540.87;;539.61;539.61;;469.58;469.58;;472.14;472.14;;469.58;469.58;;434.75;434.75;;437.32;437.32;;438.60;438.60;;438.60;438.60;;436.04;436.04;;436.04;436.04;
"2021-07-08 10:30:00";531.12;531.12;524.85697933333;531.12;531.12;;531.12;531.12;;529.75;529.75;;527.03;527.03;;593.43;593.43;;594.76;594.76;;528.39;528.39;;524.31;524.31;;529.75;529.75;;543.06;543.06;;543.06;543.06;;593.43;593.43;;550.65;550.65;;550.65;550.65;;546.59;546.59;;577.35;577.35;;578.69;578.69;;577.35;577.35;;502.42;502.42;;505.16;505.16;;502.42;502.42;;465.16;465.16;;467.90;467.90;;469.27;469.27;;469.27;469.27;;466.53;466.53;;466.53;466.53;
"2021-07-08 10:45:00";568.40;568.40;515.662123;568.40;568.40;;568.40;568.40;;566.94;566.94;;564.02;564.02;;635.09;635.09;;636.51;636.51;;565.48;565.48;;561.11;561.11;;566.94;566.94;;581.18;581.18;;581.18;581.18;;635.09;635.09;;589.30;589.30;;589.30;589.30;;584.96;584.96;;617.87;617.87;;619.31;619.31;;617.87;617.87;;537.69;537.69;;540.62;540.62;;537.69;537.69;;497.81;497.81;;500.74;500.74;;502.21;502.21;;502.21;502.21;;499.27;499.27;;499.27;499.27;
"2021-07-08 11:00:00";597.96;597.96;577.44073616667;597.96;597.96;;597.96;597.96;;596.43;596.43;;593.36;593.36;;661.33;668.12;;669.62;669.62;;594.89;594.89;;590.29;590.29;;596.43;596.43;;611.40;611.40;;611.40;611.40;;663.85;668.12;;619.95;619.95;;619.95;619.95;;615.38;615.38;;645.31;650.01;;649.75;651.52;;643.54;650.01;;565.65;565.65;;568.73;568.73;;565.65;565.65;;523.70;523.70;;526.79;526.79;;528.33;528.33;;528.33;528.33;;525.24;525.24;;525.24;525.24;
"2021-07-08 11:15:00";643.94;649.15;582.80098166667;643.42;649.15;;642.90;649.15;;631.14;647.49;;638.42;644.16;;663.36;725.32;;717.03;726.94;;632.39;645.82;;627.68;640.83;;640.61;647.49;;649.58;663.75;;647.15;663.75;;666.24;725.32;;656.83;673.03;;658.49;673.03;;647.14;668.07;;655.71;705.66;;663.89;707.29;;653.36;705.66;;614.08;614.08;;617.43;617.43;;614.08;614.08;;568.53;568.53;;571.89;571.89;;573.56;573.56;;573.56;573.56;;570.21;570.21;;570.21;570.21;
"2021-07-08 11:30:00";622.84;622.84;614.3770135;622.84;622.84;;622.84;622.84;;619.17;621.24;;618.05;618.05;;663.36;695.92;;697.48;697.48;;618.46;619.64;;611.89;614.85;;620.95;621.24;;635.89;636.84;;635.73;636.84;;666.24;695.92;;645.71;645.75;;645.71;645.75;;640.93;640.99;;653.65;677.05;;662.30;678.62;;649.71;677.05;;589.19;589.19;;592.40;592.40;;589.19;589.19;;545.49;545.49;;548.70;548.70;;550.31;550.31;;550.31;550.31;;547.10;547.10;;547.10;547.10;
"2021-07-08 11:45:00";437.63;437.63;505.7105115;437.63;437.63;;437.63;437.63;;436.51;436.51;;434.27;434.27;;488.98;488.98;;490.08;490.08;;435.39;435.39;;432.02;432.02;;436.51;436.51;;447.47;447.47;;447.47;447.47;;488.98;488.98;;453.73;453.73;;453.73;453.73;;450.39;450.39;;475.73;475.73;;476.83;476.83;;475.73;475.73;;413.99;413.99;;416.25;416.25;;413.99;413.99;;383.28;383.28;;385.54;385.54;;386.68;386.68;;386.68;386.68;;384.41;384.41;;384.41;384.41;
"2021-07-08 12:00:00";205.31;205.31;216.26993533333;205.31;205.31;;205.31;205.31;;204.78;204.78;;203.73;203.73;;229.40;229.40;;229.91;229.91;;204.25;204.25;;202.68;202.68;;204.78;204.78;;209.92;209.92;;209.92;209.92;;229.40;229.40;;212.86;212.86;;212.86;212.86;;211.29;211.29;;223.18;223.18;;223.70;223.70;;223.18;223.18;;194.22;194.22;;195.27;195.27;;194.21;194.21;;179.81;179.81;;180.87;180.87;;181.40;181.40;;181.40;181.40;;180.34;180.34;;180.34;180.34;
"2021-07-08 12:15:00";308.87;308.87;267.15974816667;308.87;308.87;;308.87;308.87;;308.08;308.08;;306.50;306.50;;345.11;345.11;;345.89;345.89;;307.29;307.29;;304.91;304.91;;308.08;308.08;;315.82;315.82;;315.82;315.82;;345.11;345.11;;320.23;320.23;;320.24;320.24;;317.87;317.87;;335.76;335.76;;336.54;336.54;;335.76;335.76;;292.19;292.19;;293.78;293.78;;292.19;292.19;;270.51;270.51;;272.11;272.11;;272.91;272.91;;272.91;272.91;;271.31;271.31;;271.31;271.31;
"2021-07-08 12:30:00";405.78;405.78;488.34883183333;405.78;405.78;;405.78;405.78;;404.74;404.74;;402.66;402.66;;453.39;453.39;;454.41;454.41;;403.70;403.70;;400.58;400.58;;404.74;404.74;;414.91;414.91;;414.91;414.91;;453.39;453.39;;420.71;420.71;;420.71;420.71;;417.61;417.61;;441.10;441.10;;442.13;442.13;;441.10;441.10;;383.86;383.86;;385.95;385.95;;383.86;383.86;;355.39;355.39;;357.48;357.48;;358.53;358.53;;358.53;358.53;;356.43;356.43;;356.43;356.43;
"2021-07-08 12:45:00";529.29;529.29;421.66402433333;529.29;529.29;;529.29;529.29;;527.93;527.93;;525.22;525.22;;591.39;591.39;;592.72;592.72;;526.58;526.58;;522.51;522.51;;527.93;527.93;;541.19;541.19;;541.19;541.19;;591.39;591.39;;548.76;548.76;;548.76;548.76;;544.71;544.71;;575.36;575.36;;576.70;576.70;;575.36;575.36;;500.69;500.69;;503.42;503.42;;500.69;500.69;;463.56;463.56;;466.29;466.29;;467.66;467.66;;467.66;467.66;;464.92;464.92;;464.92;464.92;
"2021-07-08 13:00:00";114.55;114.55;116.57958166667;114.55;114.55;;114.55;114.55;;114.25;114.25;;113.67;113.67;;127.99;127.99;;128.28;128.28;;113.96;113.96;;113.08;113.08;;114.25;114.25;;117.12;117.12;;117.12;117.12;;127.99;127.99;;118.76;118.76;;118.76;118.76;;117.89;117.89;;124.52;124.52;;124.81;124.81;;124.52;124.52;;108.36;108.36;;108.95;108.95;;108.36;108.36;;100.32;100.32;;100.91;100.91;;101.21;101.21;;101.21;101.21;;100.62;100.62;;100.62;100.62;
"2021-07-08 13:15:00";176.24;176.24;225.38885016667;176.24;176.24;;176.24;176.24;;175.79;175.79;;174.89;174.89;;196.92;196.92;;197.36;197.36;;175.34;175.34;;173.98;173.98;;175.79;175.79;;180.21;180.21;;180.21;180.21;;196.92;196.92;;182.73;182.73;;182.73;182.73;;181.38;181.38;;191.59;191.59;;192.03;192.03;;191.59;191.59;;166.72;166.72;;167.63;167.63;;166.72;166.72;;154.36;154.36;;155.27;155.27;;155.72;155.72;;155.72;155.72;;154.81;154.81;;154.81;154.81;
"2021-07-08 13:30:00";451.31;451.31;409.43690016667;451.31;451.31;;451.31;451.31;;450.15;450.15;;447.83;447.83;;504.26;504.26;;505.39;505.39;;448.99;448.99;;445.52;445.52;;450.15;450.15;;461.45;461.45;;461.45;461.45;;504.26;504.26;;467.91;467.91;;467.91;467.91;;464.46;464.46;;490.59;490.59;;491.73;491.73;;490.59;490.59;;426.92;426.92;;429.25;429.25;;426.92;426.92;;395.26;395.26;;397.59;397.59;;398.76;398.76;;398.76;398.76;;396.42;396.42;;396.42;396.42;
"2021-07-08 13:45:00";288.88;288.88;250.95745383333;288.88;288.88;;288.88;288.88;;288.14;288.14;;286.65;286.65;;322.77;322.77;;323.49;323.49;;287.39;287.39;;285.17;285.17;;288.14;288.14;;295.37;295.37;;295.37;295.37;;322.77;322.77;;299.50;299.50;;299.50;299.50;;297.29;297.29;;314.02;314.02;;314.75;314.75;;314.02;314.02;;273.27;273.27;;274.76;274.76;;273.27;273.27;;253.00;253.00;;254.49;254.49;;255.24;255.24;;255.24;255.24;;253.75;253.75;;253.75;253.75;
"2021-07-08 14:00:00";97.02;97.02;94.874208833333;97.02;97.02;;97.02;97.02;;96.77;96.77;;96.27;96.27;;108.40;108.40;;108.65;108.65;;96.52;96.52;;95.78;95.78;;96.77;96.77;;99.20;99.20;;99.20;99.20;;108.40;108.40;;100.59;100.59;;100.59;100.59;;99.85;99.85;;105.47;105.47;;105.71;105.71;;105.47;105.47;;91.78;91.78;;92.28;92.28;;91.78;91.78;;84.97;84.97;;85.47;85.47;;85.72;85.72;;85.72;85.72;;85.22;85.22;;85.22;85.22;
"2021-07-08 14:15:00";69.51;69.51;60.7277685;69.51;69.51;;69.51;69.51;;69.34;69.34;;68.98;68.98;;77.67;77.67;;77.84;77.84;;69.16;69.16;;68.62;68.62;;69.34;69.34;;71.08;71.08;;71.08;71.08;;77.67;77.67;;72.07;72.07;;72.07;72.07;;71.54;71.54;;75.57;75.57;;75.74;75.74;;75.57;75.57;;65.76;65.76;;66.12;66.12;;65.76;65.76;;60.88;60.88;;61.24;61.24;;61.42;61.42;;61.42;61.42;;61.06;61.06;;61.06;61.06;
"2021-07-08 14:30:00";67.56;67.56;67.596197;67.56;67.56;;67.56;67.56;;67.39;67.39;;67.04;67.04;;75.49;75.49;;75.66;75.66;;67.21;67.21;;66.69;66.69;;67.39;67.39;;69.08;69.08;;69.08;69.08;;75.49;75.49;;70.04;70.04;;70.04;70.04;;69.53;69.53;;73.44;73.44;;73.61;73.61;;73.44;73.44;;63.91;63.91;;64.26;64.26;;63.91;63.91;;59.17;59.17;;59.52;59.52;;59.69;59.69;;59.69;59.69;;59.34;59.34;;59.34;59.34;
"2021-07-08 14:45:00";174.23;174.23;252.20427383333;174.23;174.23;;174.23;174.23;;173.78;173.78;;172.89;172.89;;194.67;194.67;;195.11;195.11;;173.33;173.33;;171.99;171.99;;173.78;173.78;;178.14;178.14;;178.14;178.14;;194.67;194.67;;180.64;180.64;;180.64;180.64;;179.30;179.30;;189.39;189.39;;189.83;189.83;;189.39;189.39;;164.81;164.81;;165.71;165.71;;164.81;164.81;;152.59;152.59;;153.49;153.49;;153.94;153.94;;153.94;153.94;;153.04;153.04;;153.04;153.04;
"2021-07-08 15:00:00";345.95;345.95;365.86697416667;345.95;345.95;;345.95;345.95;;345.06;345.06;;343.29;343.29;;386.54;386.54;;387.41;387.41;;344.18;344.18;;341.52;341.52;;345.06;345.06;;353.73;353.73;;353.73;353.73;;386.54;386.54;;358.68;358.68;;358.68;358.68;;356.03;356.03;;376.06;376.06;;376.94;376.94;;376.06;376.06;;327.26;327.26;;329.04;329.04;;327.26;327.26;;302.99;302.99;;304.77;304.77;;305.67;305.67;;305.67;305.67;;303.88;303.88;;303.88;303.88;
"2021-07-08 15:15:00";267.23;267.23;288.75494633333;267.23;267.23;;267.23;267.23;;266.54;266.54;;265.17;265.17;;298.58;298.58;;299.25;299.25;;265.86;265.86;;263.80;263.80;;266.54;266.54;;273.24;273.24;;273.24;273.24;;298.58;298.58;;277.06;277.06;;277.06;277.06;;275.01;275.01;;290.49;290.49;;291.16;291.16;;290.49;290.49;;252.79;252.79;;254.17;254.17;;252.79;252.79;;234.04;234.04;;235.42;235.42;;236.11;236.11;;236.11;236.11;;234.73;234.73;;234.73;234.73;
"2021-07-08 15:30:00";182.92;182.92;189.455588;182.92;182.92;;182.92;182.92;;182.45;182.45;;181.51;181.51;;204.38;204.38;;204.84;204.84;;181.98;181.98;;180.57;180.57;;182.45;182.45;;187.03;187.03;;187.03;187.03;;204.38;204.38;;189.65;189.65;;189.65;189.65;;188.25;188.25;;198.84;198.84;;199.30;199.30;;198.84;198.84;;173.04;173.04;;173.98;173.98;;173.04;173.04;;160.20;160.20;;161.15;161.15;;161.62;161.62;;161.62;161.62;;160.68;160.68;;160.68;160.68;
"2021-07-08 15:45:00";105.25;105.25;101.77737116667;105.25;105.25;;105.25;105.25;;104.98;104.98;;104.44;104.44;;117.60;117.60;;117.86;117.86;;104.71;104.71;;103.90;103.90;;104.98;104.98;;107.61;107.61;;107.61;107.61;;117.60;117.60;;109.12;109.12;;109.12;109.12;;108.32;108.32;;114.41;114.41;;114.67;114.67;;114.41;114.41;;99.56;99.56;;100.10;100.10;;99.56;99.56;;92.18;92.18;;92.72;92.72;;92.99;92.99;;92.99;92.99;;92.45;92.45;;92.45;92.45;
"2021-07-08 16:00:00";53.57;53.57;37.885755;53.57;53.57;;53.57;53.57;;53.43;53.43;;53.16;53.16;;59.85;59.85;;59.99;59.99;;53.30;53.30;;52.88;52.88;;53.43;53.43;;54.77;54.77;;54.77;54.77;;59.85;59.85;;55.54;55.54;;55.54;55.54;;55.13;55.13;;58.23;58.23;;58.37;58.37;;58.23;58.23;;50.68;50.68;;50.95;50.95;;50.68;50.68;;46.92;46.92;;47.19;47.19;;47.33;47.33;;47.33;47.33;;47.06;47.06;;47.06;47.06;
"2021-07-08 16:15:00";45.89;45.89;30.599221333333;45.89;45.89;;45.89;45.89;;45.78;45.78;;45.54;45.54;;51.28;51.28;;51.39;51.39;;45.66;45.66;;45.31;45.31;;45.78;45.78;;46.93;46.93;;46.93;46.93;;51.28;51.28;;47.58;47.58;;47.58;47.58;;47.23;47.23;;49.89;49.89;;50.00;50.00;;49.89;49.89;;43.41;43.41;;43.65;43.65;;43.41;43.41;;40.19;40.19;;40.43;40.43;;40.55;40.55;;40.55;40.55;;40.31;40.31;;40.31;40.31;
"2021-07-08 16:30:00";52.76;52.76;42.958221166667;52.76;52.76;;52.76;52.76;;52.62;52.62;;52.35;52.35;;58.95;58.95;;59.08;59.08;;52.49;52.49;;52.08;52.08;;52.62;52.62;;53.94;53.94;;53.94;53.94;;58.95;58.95;;54.70;54.70;;54.70;54.70;;54.29;54.29;;57.35;57.35;;57.48;57.48;;57.35;57.35;;49.91;49.91;;50.18;50.18;;49.91;49.91;;46.21;46.21;;46.48;46.48;;46.61;46.61;;46.61;46.61;;46.34;46.34;;46.34;46.34;
"2021-07-08 16:45:00";76.85;76.85;77.4349795;76.85;76.85;;76.85;76.85;;76.66;76.66;;76.26;76.26;;85.87;85.87;;86.06;86.06;;76.46;76.46;;75.87;75.87;;76.66;76.66;;78.58;78.58;;78.58;78.58;;85.87;85.87;;79.68;79.68;;79.68;79.68;;79.09;79.09;;83.54;83.54;;83.74;83.74;;83.54;83.54;;72.70;72.70;;73.10;73.10;;72.70;72.70;;67.31;67.31;;67.71;67.71;;67.91;67.91;;67.91;67.91;;67.51;67.51;;67.51;67.51;
"2021-07-08 17:00:00";86.54;86.54;84.143332833333;86.54;86.54;;86.54;86.54;;86.32;86.32;;85.87;85.87;;96.69;96.69;;96.91;96.91;;86.09;86.09;;85.43;85.43;;86.32;86.32;;88.48;88.48;;88.48;88.48;;96.69;96.69;;89.72;89.72;;89.72;89.72;;89.06;89.06;;94.07;94.07;;94.29;94.29;;94.07;94.07;;81.86;81.86;;82.31;82.31;;81.86;81.86;;75.79;75.79;;76.24;76.24;;76.46;76.46;;76.46;76.46;;76.01;76.01;;76.01;76.01;
